annotation_id,annotator,comment,created_at,id,lead_time,rating,sentiment,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Отрицательное
568.0,1.0,Всё решили ,2025-05-08T18:52:50.938082Z,3917644.0,1.734,5.0,Вопрос решен,2025-05-08T18:52:50.938082Z,0.0,0.0,0.0,0.0,0.0,0
569.0,1.0,"спасибо за оперативность
",2025-05-08T18:52:54.478876Z,3918105.0,2.405,5.0,Нравится скорость отработки заявок,2025-05-08T18:52:54.478876Z,0.0,0.0,0.0,0.0,0.0,0
570.0,1.0,"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ",2025-05-08T18:53:40.858249Z,3918118.0,45.462,5.0,Нравится качество работы сотрудников,2025-05-08T18:53:40.858249Z,0.0,0.0,0.0,0.0,0.0,0
571.0,1.0,Спасибо за оперативность! ,2025-05-08T18:53:45.461472Z,3918254.0,3.559,5.0,Нравится скорость отработки заявок,2025-05-08T18:53:45.461472Z,0.0,0.0,0.0,0.0,0.0,0
572.0,1.0,Ключи работают. ,2025-05-08T18:54:15.307627Z,3918621.0,27.898,5.0,Нравится скорость отработки заявок,2025-05-08T18:54:15.307627Z,0.0,0.0,0.0,0.0,0.0,0
573.0,1.0,"Спасибо большое!
Выполнили работу быстро и аккуратно!",2025-05-08T18:54:29.728677Z,3918647.0,12.923,5.0,Нравится скорость отработки заявок,2025-05-08T18:54:29.728677Z,0.0,0.0,0.0,0.0,0.0,0
574.0,1.0,"Все быстро, качественно, как договорились. Спасибо.",2025-05-08T18:54:36.289766Z,3918748.0,5.614,5.0,Нравится качество выполнения заявки,2025-05-08T18:54:36.289766Z,0.0,0.0,0.0,0.0,0.0,0
575.0,1.0,Всё отлично! Спасибо большое!,2025-05-08T18:54:39.107221Z,3918861.0,2.116,5.0,Вопрос решен,2025-05-08T18:54:39.107221Z,0.0,0.0,0.0,0.0,0.0,0
576.0,1.0,Самый вежливый работник ,2025-05-08T18:54:42.880407Z,3919084.0,2.888,5.0,Нравится качество работы сотрудников,2025-05-08T18:54:42.880407Z,0.0,0.0,0.0,0.0,0.0,0
577.0,1.0,Четко и я оперативно,2025-05-08T18:54:52.788599Z,3919087.0,8.584,5.0,Нравится скорость отработки заявок,2025-05-08T18:54:52.788599Z,0.0,0.0,0.0,0.0,0.0,0
578.0,1.0,Очень быстро!,2025-05-08T18:54:56.149259Z,3919096.0,2.311,5.0,Нравится скорость отработки заявок,2025-05-08T18:54:56.150258Z,0.0,0.0,0.0,0.0,0.0,0
579.0,1.0,Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,2025-05-08T18:55:22.481391Z,3919099.0,25.278,5.0,Вопрос решен,2025-05-08T18:55:22.481391Z,0.0,0.0,0.0,0.0,0.0,0
580.0,1.0,Спасибо,2025-05-08T18:55:28.146780Z,3919187.0,2.312,5.0,Вопрос решен,2025-05-08T18:55:28.146780Z,0.0,0.0,0.0,0.0,0.0,0
581.0,1.0,"Достаточно быстро, спасибо !",2025-05-08T18:56:20.784212Z,3919231.0,3.104,5.0,Нравится скорость отработки заявок,2025-05-08T18:56:20.784212Z,0.0,0.0,0.0,0.0,0.0,0
582.0,1.0,"оперативно устранили, дали консультацию ",2025-05-08T18:56:51.378461Z,3919253.0,29.588,5.0,Нравится качество работы сотрудников,2025-05-08T18:56:51.378461Z,0.0,0.0,0.0,0.0,0.0,0
583.0,1.0,спасибо огромное специалисту за оперативность и профессионализм. ,2025-05-08T18:56:55.338906Z,3919349.0,2.735,5.0,Нравится качество работы сотрудников,2025-05-08T18:56:55.338906Z,0.0,0.0,0.0,0.0,0.0,0
584.0,1.0,"Напор стал хорошим,  спасибо ",2025-05-08T18:57:02.618100Z,3919367.0,6.304,5.0,Нравится качество выполнения заявки,2025-05-08T18:57:02.618100Z,0.0,0.0,0.0,0.0,0.0,0
585.0,1.0,Спасибо.,2025-05-08T18:57:06.470605Z,3919405.0,2.132,5.0,Вопрос решен,2025-05-08T18:57:06.470605Z,0.0,0.0,0.0,0.0,0.0,0
586.0,1.0,Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻,2025-05-08T18:57:28.844692Z,3919407.0,21.355,5.0,Нравится качество работы сотрудников,2025-05-08T18:57:28.844692Z,0.0,0.0,0.0,0.0,0.0,0
587.0,1.0,Все отлично! Спасибо за быстрое устранение проблемы),2025-05-08T18:57:43.769113Z,3919607.0,13.417,5.0,Нравится скорость отработки заявок,2025-05-08T18:57:43.769113Z,0.0,0.0,0.0,0.0,0.0,0
588.0,1.0,Спасибо! ,2025-05-08T18:57:48.638485Z,3919649.0,23.427,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:07.306293Z,1.0,0.0,0.0,0.0,1.0,0
589.0,1.0,"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ",2025-05-08T18:58:11.444017Z,3919776.0,21.804,5.0,Нравится скорость отработки заявок,2025-05-08T18:58:11.444017Z,0.0,0.0,0.0,0.0,0.0,0
590.0,1.0,спасибо большое,2025-05-08T18:58:19.514572Z,3919846.0,7.817,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:21.012870Z,1.0,0.0,0.0,0.0,1.0,0
591.0,1.0,Виталик молодец. ,2025-05-08T18:58:25.658744Z,3919877.0,4.653,5.0,Нравится качество работы сотрудников,2025-05-08T18:58:25.658744Z,0.0,0.0,0.0,0.0,0.0,0
592.0,1.0,"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",2025-05-08T18:58:36.976201Z,3920112.0,9.842,5.0,Нравится качество работы сотрудников,2025-05-08T18:58:36.976201Z,0.0,0.0,0.0,0.0,0.0,0
593.0,1.0,"Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.",2025-05-08T18:58:45.342569Z,3920141.0,7.182,5.0,Нравится качество работы сотрудников,2025-05-08T18:58:45.342569Z,0.0,0.0,0.0,0.0,0.0,0
594.0,1.0,Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!,2025-05-08T18:58:51.146809Z,3920353.0,4.903,5.0,Нравится качество работы сотрудников,2025-05-08T18:58:51.146809Z,0.0,0.0,0.0,0.0,0.0,0
595.0,1.0,Быстро устранили проблему ,2025-05-08T18:59:00.726693Z,3920384.0,8.621,5.0,Нравится качество выполнения заявки,2025-05-08T18:59:00.726693Z,0.0,0.0,0.0,0.0,0.0,0
596.0,1.0,заявка выполнена мгновенно 👍,2025-05-08T18:59:13.326897Z,3920419.0,10.08,5.0,Понравилось выполнение заявки,2025-05-08T18:59:13.326897Z,0.0,0.0,0.0,0.0,0.0,0
597.0,1.0,Спасибо Татьяне!) Быстро и понятно все объяснила!),2025-05-08T18:59:16.449100Z,3920519.0,2.077,5.0,Нравится качество работы сотрудников,2025-05-08T18:59:16.449100Z,0.0,0.0,0.0,0.0,0.0,0
598.0,1.0,огромное спасибо,2025-05-08T18:59:19.375319Z,3920540.0,1.926,5.0,Вопрос решен,2025-05-08T18:59:19.375319Z,0.0,0.0,0.0,0.0,0.0,0
599.0,1.0,Быстрая реакция на обращение. На данный момент протечек нет.,2025-05-08T18:59:25.473010Z,3920546.0,5.151,5.0,Нравится скорость отработки заявок,2025-05-08T18:59:25.473010Z,0.0,0.0,0.0,0.0,0.0,0
600.0,1.0,благодарю!,2025-05-08T18:59:29.312806Z,3920561.0,2.723,5.0,Вопрос решен,2025-05-08T18:59:29.312806Z,0.0,0.0,0.0,0.0,0.0,0
601.0,1.0,Спасибо большое,2025-05-08T18:59:32.088488Z,3920710.0,1.787,5.0,Вопрос решен,2025-05-08T18:59:32.088488Z,0.0,0.0,0.0,0.0,0.0,0
602.0,1.0,Спасибо! ,2025-05-08T18:59:34.638189Z,3920756.0,3.029,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:27.206485Z,1.0,0.0,0.0,0.0,1.0,0
603.0,1.0,"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ",2025-05-08T19:00:07.250035Z,3920898.0,31.606,5.0,Нравится качество работы сотрудников,2025-05-08T19:00:07.250035Z,0.0,0.0,0.0,0.0,0.0,0
604.0,1.0,Выполнено быстро и качественно.  Починили перила. ,2025-05-08T19:00:15.622969Z,3920982.0,5.776,5.0,Нравится скорость отработки заявок,2025-05-08T19:00:15.622969Z,0.0,0.0,0.0,0.0,0.0,0
605.0,1.0,Спасибо за оперативно отработанную заявку,2025-05-08T19:00:59.507630Z,3921006.0,42.663,5.0,Нравится скорость отработки заявок,2025-05-08T19:00:59.507630Z,0.0,0.0,0.0,0.0,0.0,0
606.0,1.0,Очень грамотный специалист. Устранил моментально.,2025-05-08T19:01:08.807012Z,3921008.0,7.961,5.0,Нравится качество работы сотрудников,2025-05-08T19:01:08.807012Z,0.0,0.0,0.0,0.0,0.0,0
607.0,1.0,Спасибо за оперативную уборку! ,2025-05-08T19:01:33.563654Z,3921012.0,23.766,5.0,Нравится скорость отработки заявок,2025-05-08T19:01:33.563654Z,0.0,0.0,0.0,0.0,0.0,0
608.0,1.0,Супер,2025-05-08T19:01:36.839632Z,3921056.0,1.905,5.0,Вопрос решен,2025-05-08T19:01:36.839632Z,0.0,0.0,0.0,0.0,0.0,0
609.0,1.0,"Проблема решена с дверью,взаимодействие с овд игнорировано.",2025-05-08T19:02:29.054290Z,3921069.0,50.911,5.0,Отрицательное,2025-05-08T19:02:29.054290Z,0.0,0.0,0.0,0.0,0.0,0
610.0,1.0,"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",2025-05-08T19:02:33.781711Z,3921087.0,3.571,5.0,Нравится качество работы сотрудников,2025-05-08T19:02:33.781711Z,0.0,0.0,0.0,0.0,0.0,0
611.0,1.0,благодарю!,2025-05-08T19:02:37.176599Z,3921130.0,1.971,5.0,Вопрос решен,2025-05-08T19:02:37.176599Z,0.0,0.0,0.0,0.0,0.0,0
612.0,1.0,"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре. ",2025-05-08T19:03:27.494803Z,3921135.0,49.139,4.0,Вопрос решен,2025-05-08T19:03:27.494803Z,0.0,0.0,0.0,0.0,0.0,0
613.0,1.0,сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,2025-05-08T19:03:33.666272Z,3921169.0,4.985,5.0,Нравится качество работы сотрудников,2025-05-08T19:03:33.666272Z,0.0,0.0,0.0,0.0,0.0,0
614.0,1.0,Лучший!,2025-05-08T19:03:37.382434Z,3921214.0,1.769,5.0,Вопрос решен,2025-05-08T19:03:37.382434Z,0.0,0.0,0.0,0.0,0.0,0
615.0,1.0,спасибо сегодня возвращался домой и запаха не почувствовал,2025-05-08T19:03:49.295487Z,3921394.0,10.811,5.0,Нравится качество выполнения заявки,2025-05-08T19:03:49.295487Z,0.0,0.0,0.0,0.0,0.0,0
616.0,1.0,Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ,2025-05-08T19:05:15.524600Z,3921414.0,75.488,5.0,Нравится скорость отработки заявок,2025-05-08T19:05:15.524600Z,0.0,0.0,0.0,0.0,0.0,0
617.0,1.0,Большое спасибо! Очень оперативно 👍🏻💕,2025-05-08T19:05:57.799083Z,3921572.0,4.564,5.0,Нравится скорость отработки заявок,2025-05-08T19:05:57.800084Z,0.0,0.0,0.0,0.0,0.0,0
618.0,1.0,Все быстро и оперативно. Спасибо ,2025-05-08T19:06:41.496449Z,3921610.0,42.519,5.0,Нравится скорость отработки заявок,2025-05-08T19:06:41.496449Z,0.0,0.0,0.0,0.0,0.0,0
619.0,1.0,Благодарю! ,2025-05-08T19:07:55.954791Z,3921711.0,2.893,5.0,Вопрос решен,2025-05-08T19:07:55.954791Z,0.0,0.0,0.0,0.0,0.0,0
620.0,1.0,спасибо за оперативность ,2025-05-08T19:08:24.315036Z,3921766.0,2.871,5.0,Нравится скорость отработки заявок,2025-05-08T19:08:24.315036Z,0.0,0.0,0.0,0.0,0.0,0
621.0,1.0,"Проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение",2025-05-08T19:08:53.892523Z,3921850.0,27.472,4.0,Вопрос решен,2025-05-08T19:08:53.892523Z,0.0,0.0,0.0,0.0,0.0,0
622.0,1.0,Спасибо за прямую связь со специалистом который смог устранить неисправность!,2025-05-08T19:09:18.754718Z,3921888.0,23.069,5.0,Нравится качество работы сотрудников,2025-05-08T19:09:18.754718Z,0.0,0.0,0.0,0.0,0.0,0
623.0,1.0,"проблема решена, теперь всё работает как надо",2025-05-08T19:10:29.323044Z,3921907.0,59.408,5.0,Нравится качество выполнения заявки,2025-05-08T19:10:29.323044Z,0.0,0.0,0.0,0.0,0.0,0
624.0,1.0,"спасибо 🤗 
",2025-05-08T19:10:33.334162Z,3921924.0,3.654,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:33.126875Z,1.0,0.0,0.0,0.0,1.0,0
625.0,1.0,"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!",2025-05-08T19:11:00.487801Z,3922048.0,25.97,5.0,Понравилось выполнение заявки,2025-05-08T19:11:00.487801Z,0.0,0.0,0.0,0.0,0.0,0
626.0,1.0,Большое спасибо. Все нормально работает.,2025-05-08T19:11:22.595648Z,3922180.0,20.593,5.0,Понравилось выполнение заявки,2025-05-08T19:11:22.595648Z,0.0,0.0,0.0,0.0,0.0,0
627.0,1.0,Очень оперативно! всë исправили,2025-05-08T19:11:29.966813Z,3922350.0,5.441,5.0,Нравится качество выполнения заявки,2025-05-08T19:11:29.966813Z,0.0,0.0,0.0,0.0,0.0,0
628.0,1.0,"Быстро, качествено и оперативно. ",2025-05-08T19:11:36.938777Z,3922395.0,5.935,5.0,Понравилось выполнение заявки,2025-05-08T19:11:36.938777Z,0.0,0.0,0.0,0.0,0.0,0
629.0,1.0,"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ",2025-05-08T19:12:04.706468Z,3922415.0,26.652,5.0,Нравится качество работы сотрудников,2025-05-08T19:12:04.706468Z,0.0,0.0,0.0,0.0,0.0,0
630.0,1.0,Спасибо ,2025-05-08T19:12:08.395433Z,3922482.0,4.642,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:38.702711Z,1.0,0.0,0.0,0.0,1.0,0
631.0,1.0,всё очень быстро сделали ,2025-05-08T19:12:12.485169Z,3922505.0,2.694,5.0,Нравится скорость отработки заявок,2025-05-08T19:12:12.485169Z,0.0,0.0,0.0,0.0,0.0,0
632.0,1.0,спасибо огромное за быстрое решение моей заявки! 👍,2025-05-08T19:12:20.042514Z,3922516.0,6.238,5.0,Нравится скорость отработки заявок,2025-05-08T19:12:20.042514Z,0.0,0.0,0.0,0.0,0.0,0
633.0,1.0,"Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ",2025-05-08T19:12:25.255631Z,3922726.0,3.649,5.0,Нравится качество работы сотрудников,2025-05-08T19:12:25.255631Z,0.0,0.0,0.0,0.0,0.0,0
634.0,1.0,"Только положительные эмоции,специалист очень ответственный,огромная благодарность!",2025-05-08T19:12:59.155725Z,3922770.0,32.73,5.0,Нравится качество работы сотрудников,2025-05-08T19:12:59.155725Z,0.0,0.0,0.0,0.0,0.0,0
635.0,1.0,Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.,2025-05-08T19:13:34.355036Z,3922826.0,33.768,5.0,Вопрос решен,2025-05-08T19:13:34.355036Z,0.0,0.0,0.0,0.0,0.0,0
636.0,1.0,Мастеру Александру спасибо большое! ,2025-05-08T19:13:39.147158Z,3922849.0,3.344,5.0,Нравится качество работы сотрудников,2025-05-08T19:13:39.147158Z,0.0,0.0,0.0,0.0,0.0,0
637.0,1.0,"Вежливые, доброжелательные. Разъяснили, подсказали.",2025-05-08T19:13:51.260762Z,3922963.0,10.622,5.0,Нравится качество работы сотрудников,2025-05-08T19:13:51.260762Z,0.0,0.0,0.0,0.0,0.0,0
638.0,1.0,Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ,2025-05-08T19:13:58.194709Z,3923000.0,5.764,5.0,Нравится качество работы сотрудников,2025-05-08T19:13:58.194709Z,0.0,0.0,0.0,0.0,0.0,0
639.0,1.0,Спасибо большое за оперативность! Хорошего дня вам! ,2025-05-08T19:14:06.556324Z,3923075.0,7.121,5.0,Нравится скорость отработки заявок,2025-05-08T19:14:06.556324Z,0.0,0.0,0.0,0.0,0.0,0
640.0,1.0,Все хорошо !  Быстро пришел мастер сделал все четко . ,2025-05-08T19:14:24.878073Z,3923181.0,4.794,5.0,Нравится качество работы сотрудников,2025-05-08T19:14:24.878073Z,0.0,0.0,0.0,0.0,0.0,0
641.0,1.0,"Самое главное,оперативно.",2025-05-08T19:14:32.320779Z,3923198.0,5.85,5.0,Нравится скорость отработки заявок,2025-05-08T19:14:32.320779Z,0.0,0.0,0.0,0.0,0.0,0
642.0,1.0,прекрасный мастер ,2025-05-08T19:14:36.616312Z,3923385.0,3.448,5.0,Нравится качество работы сотрудников,2025-05-08T19:14:36.616312Z,0.0,0.0,0.0,0.0,0.0,0
643.0,1.0,"Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.",2025-05-08T19:14:42.124629Z,3923395.0,3.933,5.0,Нравится качество работы сотрудников,2025-05-08T19:14:42.124629Z,0.0,0.0,0.0,0.0,0.0,0
644.0,1.0,"Отличный специалист, вопрос решен. Спасибо.",2025-05-08T19:15:19.297839Z,3923512.0,36.087,5.0,Нравится качество работы сотрудников,2025-05-08T19:15:19.297839Z,0.0,0.0,0.0,0.0,0.0,0
645.0,1.0,устранили неполадку очень оперативно и качественно. большое спасибо. ,2025-05-08T19:16:08.111876Z,3923554.0,46.752,5.0,Понравилось выполнение заявки,2025-05-08T19:16:08.111876Z,0.0,0.0,0.0,0.0,0.0,0
646.0,1.0,"Сделали после того,как написали в наш город заявки соседи ",2025-05-08T19:17:54.980387Z,3923598.0,103.838,1.0,Отрицательное,2025-05-08T19:17:54.980387Z,0.0,0.0,0.0,0.0,0.0,0
647.0,1.0,"Оперативно и быстро,спасибо Сергею!",2025-05-08T19:17:59.679198Z,3923670.0,3.405,5.0,Нравится качество работы сотрудников,2025-05-08T19:17:59.679198Z,0.0,0.0,0.0,0.0,0.0,0
648.0,1.0,Спасибо!,2025-05-08T19:18:02.974645Z,3923691.0,3.284,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:43.631078Z,1.0,0.0,0.0,0.0,1.0,0
649.0,1.0,спасибо) вы классные 🥰,2025-05-08T19:20:10.742540Z,3923717.0,126.565,5.0,Понравилось выполнение заявки,2025-05-08T19:20:10.742540Z,0.0,0.0,0.0,0.0,0.0,0
650.0,1.0,Спасибо большое 🌹,2025-05-08T19:20:15.128329Z,3923812.0,2.962,5.0,Нравится скорость отработки заявок,2025-05-08T19:20:15.128329Z,0.0,0.0,0.0,0.0,0.0,0
651.0,1.0,в лучшем виде ,2025-05-08T19:20:20.431911Z,3923890.0,4.328,5.0,Понравилось выполнение заявки,2025-05-08T19:20:20.431911Z,0.0,0.0,0.0,0.0,0.0,0
652.0,1.0,Спасибо!,2025-05-08T19:20:29.694319Z,3923893.0,4.688,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:51.104353Z,1.0,0.0,0.0,0.0,1.0,0
653.0,1.0,Спасибо за оперативность!,2025-05-08T19:20:34.166160Z,3924164.0,2.955,5.0,Нравится скорость отработки заявок,2025-05-08T19:20:34.166160Z,0.0,0.0,0.0,0.0,0.0,0
654.0,1.0,"Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!",2025-05-08T19:20:42.526635Z,3924204.0,6.313,5.0,Нравится качество работы сотрудников,2025-05-08T19:20:42.526635Z,0.0,0.0,0.0,0.0,0.0,0
655.0,1.0,Спасибо большое вам за работу!,2025-05-08T19:21:15.114392Z,3924205.0,31.234,5.0,Нравится скорость отработки заявок,2025-05-08T19:21:15.114392Z,0.0,0.0,0.0,0.0,0.0,0
656.0,1.0,"все быстро и оперативно 
",2025-05-08T19:21:59.846270Z,3924313.0,43.078,5.0,Нравится скорость отработки заявок,2025-05-08T19:21:59.846270Z,0.0,0.0,0.0,0.0,0.0,0
657.0,1.0,"Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ",2025-05-08T19:24:29.269105Z,3924411.0,147.243,4.0,Отрицательное,2025-05-08T19:24:29.269105Z,0.0,0.0,0.0,0.0,0.0,0
658.0,1.0,"Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ",2025-05-08T19:25:00.166807Z,3924430.0,29.632,5.0,Отрицательное,2025-05-08T19:25:00.166807Z,0.0,0.0,0.0,0.0,0.0,0
659.0,1.0,Приехали быстро. Спасибо!,2025-05-08T19:25:06.747575Z,3924431.0,4.036,5.0,Нравится скорость отработки заявок,2025-05-08T19:25:06.747575Z,0.0,0.0,0.0,0.0,0.0,0
660.0,1.0,Спасибо!,2025-05-08T19:25:12.175344Z,3924446.0,3.51,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:55.711239Z,1.0,0.0,0.0,0.0,1.0,0
661.0,1.0,Всё быстро . Работа выполнена,2025-05-08T19:25:17.109770Z,3924473.0,3.694,5.0,Нравится скорость отработки заявок,2025-05-08T19:25:17.109770Z,0.0,0.0,0.0,0.0,0.0,0
662.0,1.0,Благодарю за оперативность! ,2025-05-08T19:25:21.860550Z,3924547.0,2.64,5.0,Нравится скорость отработки заявок,2025-05-08T19:25:21.860550Z,0.0,0.0,0.0,0.0,0.0,0
663.0,1.0,Спасибо ,2025-05-08T19:25:28.146311Z,3924558.0,6.028,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:19:58.672239Z,1.0,0.0,0.0,0.0,1.0,0
664.0,1.0,"спасибо, отлично ",2025-05-08T19:26:56.297219Z,3924568.0,85.967,5.0,Вопрос решен,2025-05-08T19:26:56.297219Z,0.0,0.0,0.0,0.0,0.0,0
665.0,1.0,Спасибо,2025-05-08T19:26:59.765897Z,3924595.0,3.346,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:20:02.623328Z,1.0,0.0,0.0,0.0,1.0,0
666.0,1.0,спасибо за быструю реакцию!,2025-05-08T19:27:11.118375Z,3924647.0,5.04,5.0,Нравится скорость отработки заявок,2025-05-08T19:27:11.118375Z,0.0,0.0,0.0,0.0,0.0,0
667.0,1.0,Все супер,2025-05-08T19:27:14.337417Z,3924661.0,2.041,5.0,Вопрос решен,2025-05-08T19:27:14.337417Z,0.0,0.0,0.0,0.0,0.0,0
668.0,1.0,все отлично.,2025-05-08T19:27:17.999576Z,3924685.0,2.203,5.0,Вопрос решен,2025-05-08T19:27:17.999576Z,0.0,0.0,0.0,0.0,0.0,0
669.0,1.0,Претензий нет,2025-05-08T19:27:21.752611Z,3924836.0,2.465,5.0,Вопрос решен,2025-05-08T19:27:21.752611Z,0.0,0.0,0.0,0.0,0.0,0
670.0,1.0,"Спасибо большое мастеру, все починил, объяснил! ",2025-05-08T19:27:27.247318Z,3924911.0,3.654,5.0,Нравится качество работы сотрудников,2025-05-08T19:27:27.247318Z,0.0,0.0,0.0,0.0,0.0,0
671.0,1.0,спасибо большое всем кто помог решить данную проблему ,2025-05-08T19:28:04.987432Z,3925142.0,35.724,5.0,Вопрос решен,2025-05-08T19:28:04.987432Z,0.0,0.0,0.0,0.0,0.0,0
672.0,1.0,"Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.",2025-05-08T19:28:37.587818Z,3925271.0,31.226,5.0,Нравится качество работы сотрудников,2025-05-08T19:28:37.587818Z,0.0,0.0,0.0,0.0,0.0,0
673.0,1.0,Спасибо огромное,2025-05-08T19:28:41.943797Z,3925293.0,2.343,5.0,Вопрос решен,2025-05-08T19:28:41.943797Z,0.0,0.0,0.0,0.0,0.0,0
674.0,1.0,Все очень хорошо ,2025-05-08T19:28:44.606893Z,3925338.0,1.917,5.0,Вопрос решен,2025-05-08T19:28:44.606893Z,0.0,0.0,0.0,0.0,0.0,0
675.0,1.0,Быстро и четко!)),2025-05-08T19:28:51.345000Z,3925362.0,2.613,5.0,Нравится скорость отработки заявок,2025-05-08T19:28:51.345000Z,0.0,0.0,0.0,0.0,0.0,0
676.0,1.0,спасибо за оперативность,2025-05-08T19:28:54.925420Z,3925426.0,2.038,5.0,Нравится скорость отработки заявок,2025-05-08T19:28:54.925420Z,0.0,0.0,0.0,0.0,0.0,0
677.0,1.0,замечательный шутро и быстро сделали Молодец 👍,2025-05-08T19:29:29.734036Z,3925459.0,33.259,5.0,Нравится скорость отработки заявок,2025-05-08T19:29:29.734036Z,0.0,0.0,0.0,0.0,0.0,0
678.0,1.0,спасибо!,2025-05-08T19:29:38.170311Z,3925514.0,1.826,5.0,Вопрос решен,2025-05-08T19:29:38.170311Z,0.0,0.0,0.0,0.0,0.0,0
679.0,1.0,спасибо. решили оперативно! ,2025-05-08T19:29:41.164052Z,3925547.0,2.058,5.0,Вопрос решен,2025-05-08T19:29:41.164052Z,0.0,0.0,0.0,0.0,0.0,0
680.0,1.0,Быстро качественно ,2025-05-08T19:29:59.670372Z,3925566.0,3.449,5.0,Нравится скорость отработки заявок,2025-05-08T19:29:59.670372Z,0.0,0.0,0.0,0.0,0.0,0
681.0,1.0,Отличный специалист! ,2025-05-08T19:30:03.292436Z,3925616.0,2.319,5.0,Нравится качество работы сотрудников,2025-05-08T19:30:03.292436Z,0.0,0.0,0.0,0.0,0.0,0
682.0,1.0,Спасибо Никита💪,2025-05-08T19:30:07.586753Z,3925656.0,2.625,5.0,Нравится качество работы сотрудников,2025-05-08T19:30:07.586753Z,0.0,0.0,0.0,0.0,0.0,0
683.0,1.0,Спасибо ,2025-05-08T19:30:11.075825Z,3925707.0,4.736,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:20:11.389486Z,1.0,0.0,0.0,0.0,1.0,0
684.0,1.0,Спасибо ,2025-05-08T19:30:13.841705Z,3925711.0,3.625,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:20:14.897697Z,1.0,0.0,0.0,0.0,1.0,0
685.0,1.0,Спасибо ,2025-05-08T19:30:16.854367Z,3925724.0,3.975,5.0,"{""choices"": [""Понравилось выполнение заявки"", ""Вопрос решен""]}",2025-05-09T15:20:19.082208Z,1.0,0.0,0.0,0.0,1.0,0
686.0,1.0,Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.,2025-05-08T19:30:23.762385Z,3925871.0,4.855,5.0,Нравится качество работы сотрудников,2025-05-08T19:30:23.762385Z,0.0,0.0,0.0,0.0,0.0,0
687.0,1.0,Спасибо за оперативность.,2025-05-08T19:30:27.661879Z,3925996.0,2.58,5.0,Нравится скорость отработки заявок,2025-05-08T19:30:27.661879Z,0.0,0.0,0.0,0.0,0.0,0
